image_path,label,class_name,source,split
data/raw/e4_sid_real/images/row-193681_1b840cb50f084c8d.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-96800_a84b79ffa99cf685.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-121666_a847ed8765d74b5b.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-31322_3043a23fa568392b.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-145614_540f5c05b067ee86.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-49544_9e6f537a39b5d344.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-96885_64c2f706907938e5.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-62534_79ae0aef4e86652c.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-100279_5512f04df871d698.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-124463_abd00c1feb25e5f7.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-104644_ebd6d1f405e9167e.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-162626_60a473eb287f9657.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-06585_e1d406b32bb0f74b.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-202181_e9f3f995e157ceed.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-06509_eb8b3b3b2e577af0.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-178411_c064ab4893d47a6a.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-190998_b1e33b2b93896a16.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-200992_de2295dacd5664eb.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-117991_0c53abab2130a281.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-72181_57abf3848a836327.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-148034_69539e1156f3a20e.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-170917_93e87c2686ae8633.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-103386_a9ef04a71fa2f229.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-72180_f726795f287d74a0.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-95460_3a2fce4b82961316.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-13942_4150f18fa324ea96.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-70604_59add8f70157a457.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-95406_c7fb54c682cc0b56.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-54641_5b6446bbd0c5b565.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-87697_ebb5ad9d8e3a444a.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-145668_a719931619697f86.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-166441_fcf127906428c499.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-105819_b1e42659111649c2.jpg,0,real,sid_set_train_real_e4,train
data/raw/e4_sid_real/images/row-103331_f331e15878eb5817.jpg,0,real,sid_set_train_real_e4,train
